track3_locom_runner source=records/track_3_optimization/train_gpt_simple.py generated=/root/prime_track3_logs/track3_locom_orthogonal_seed3704_t500_h3000_20260604_train_gpt_simple_locom.py steps=500 trials=1 nproc=1 mbs=64 trial_arg_mode=positional-count
track3_locom_source_sha source=3191da541544c96aa4a4a9dfdde8a8e1fa674620583b69c61f10818c74c1436b generator=6c530bfd8a9d1e502d46102bdc30a534e0270ca62de581e264c299f9d5e58bcb generated=ff87e64b59da6edb55003ecde6c52f77746de9c06581bd238dda58fbf34e83a9
logs/65566613-c73b-4433-b90e-37235806cc48.txt
track3_trial_seed=3704 trial=0
locoprop_m_owner rank=0 world=1 owned_layers=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11] sample_tokens=2048 gather_samples=True accum_samples=False micro_sample_tokens=32 aux_capture=True aux_seqs=16 batched_prep=True
step:0/500 val_loss:10.82583 train_time:0.000s step_avg:nanms
locoprop_m_prepare step=0 l0:loss0=1.428e-06,lossK=6.404e-02,corr_norm=1.002e+01,grad_norm=1.000e-12,raw_cos_desc=0.000,cos_desc=0.000,accepted=1,tokens=2048,opt=sgd,mode=orthogonal,batched=1 | l1:loss0=1.412e-06,lossK=6.851e-02,corr_norm=1.096e+01,grad_norm=1.000e-12,raw_cos_desc=0.000,cos_desc=0.000,accepted=1,tokens=2048,opt=sgd,mode=orthogonal,batched=1 | l2:loss0=1.395e-06,lossK=3.485e-02,corr_norm=7.771e+00,grad_norm=1.000e-12,raw_cos_desc=0.000,cos_desc=0.000,accepted=1,tokens=2048,opt=sgd,mode=orthogonal,batched=1 | l3:loss0=1.423e-06,lossK=5.617e-02,corr_norm=9.900e+00,grad_norm=1.000e-12,raw_cos_desc=0.000,cos_desc=0.000,accepted=1,tokens=2048,opt=sgd,mode=orthogonal,batched=1
locoprop_m_apply step=0 shape=(3072, 768):base_step=0.000e+00,corr_norm=1.002e+01,cap=0.200,scale=0.000e+00 | shape=(3072, 768):base_step=0.000e+00,corr_norm=1.096e+01,cap=0.200,scale=0.000e+00 | shape=(3072, 768):base_step=0.000e+00,corr_norm=7.771e+00,cap=0.200,scale=0.000e+00 | shape=(3072, 768):base_step=0.000e+00,corr_norm=9.900e+00,cap=0.200,scale=0.000e+00 | shape=(3072, 768):base_step=0.000e+00,corr_norm=2.742e+01,cap=0.200,scale=0.000e+00 | shape=(3072, 768):base_step=0.000e+00,corr_norm=9.654e+00,cap=0.200,scale=0.000e+00 | shape=(3072, 768):base_step=0.000e+00,corr_norm=8.834e+00,cap=0.200,scale=0.000e+00 | shape=(3072, 768):base_step=0.000e+00,corr_norm=7.902e+00,cap=0.200,scale=0.000e+00
step:1/500 train_time:23.766s step_avg:23765.82ms
locoprop_m_prepare step=250 l0:loss0=9.817e-05,lossK=8.194e-02,corr_norm=8.267e+00,grad_norm=1.284e+04,raw_cos_desc=-0.007,cos_desc=-0.000,accepted=1,tokens=2048,opt=sgd,mode=orthogonal,batched=1 | l1:loss0=2.051e-05,lossK=7.925e+05,corr_norm=3.868e+04,grad_norm=8.150e+03,raw_cos_desc=0.763,cos_desc=0.000,accepted=1,tokens=2048,opt=sgd,mode=orthogonal,batched=1 | l2:loss0=1.843e-05,lossK=8.368e+00,corr_norm=2.201e+02,grad_norm=4.512e+03,raw_cos_desc=-0.076,cos_desc=0.000,accepted=1,tokens=2048,opt=sgd,mode=orthogonal,batched=1 | l3:loss0=2.258e-05,lossK=6.127e-02,corr_norm=1.431e+01,grad_norm=4.472e+03,raw_cos_desc=0.086,cos_desc=0.000,accepted=1,tokens=2048,opt=sgd,mode=orthogonal,batched=1
locoprop_m_apply step=250 shape=(3072, 768):base_step=1.939e+00,corr_norm=8.267e+00,cap=0.200,scale=4.690e-02 | shape=(3072, 768):base_step=1.940e+00,corr_norm=3.868e+04,cap=0.200,scale=1.003e-05 | shape=(3072, 768):base_step=1.941e+00,corr_norm=2.201e+02,cap=0.200,scale=1.764e-03 | shape=(3072, 768):base_step=1.940e+00,corr_norm=1.431e+01,cap=0.200,scale=2.712e-02 | shape=(3072, 768):base_step=1.940e+00,corr_norm=1.156e+04,cap=0.200,scale=3.357e-05 | shape=(3072, 768):base_step=1.938e+00,corr_norm=1.324e+01,cap=0.200,scale=2.927e-02 | shape=(3072, 768):base_step=1.940e+00,corr_norm=3.817e+01,cap=0.200,scale=1.016e-02 | shape=(3072, 768):base_step=1.940e+00,corr_norm=8.935e+01,cap=0.200,scale=4.343e-03
step:251/500 train_time:355.095s step_avg:1414.72ms
step:252/500 train_time:356.419s step_avg:1414.36ms
step:253/500 train_time:357.743s step_avg:1414.00ms
step:254/500 train_time:359.069s step_avg:1413.66ms
step:255/500 train_time:360.398s step_avg:1413.32ms
step:256/500 train_time:361.724s step_avg:1412.99ms
step:257/500 train_time:363.049s step_avg:1412.64ms
step:258/500 train_time:364.377s step_avg:1412.31ms
step:259/500 train_time:365.703s step_avg:1411.98ms
step:260/500 train_time:367.024s step_avg:1411.63ms
step:261/500 train_time:368.347s step_avg:1411.29ms
step:262/500 train_time:369.672s step_avg:1410.96ms
step:263/500 train_time:370.999s step_avg:1410.64ms
step:264/500 train_time:372.328s step_avg:1410.33ms
step:265/500 train_time:373.659s step_avg:1410.04ms
step:266/500 train_time:374.983s step_avg:1409.71ms
step:267/500 train_time:376.305s step_avg:1409.38ms
step:268/500 train_time:377.631s step_avg:1409.07ms
step:269/500 train_time:378.960s step_avg:1408.77ms
step:270/500 train_time:380.285s step_avg:1408.46ms
step:271/500 train_time:381.609s step_avg:1408.15ms
step:272/500 train_time:382.937s step_avg:1407.86ms
step:273/500 train_time:384.265s step_avg:1407.56ms
step:274/500 train_time:385.588s step_avg:1407.25ms
step:275/500 train_time:386.912s step_avg:1406.95ms
step:276/500 train_time:388.237s step_avg:1406.66ms
step:277/500 train_time:389.562s step_avg:1406.36ms
step:278/500 train_time:390.883s step_avg:1406.05ms
step:279/500 train_time:392.205s step_avg:1405.75ms
step:280/500 train_time:393.530s step_avg:1405.47ms
step:281/500 train_time:394.859s step_avg:1405.19ms
step:282/500 train_time:396.180s step_avg:1404.90ms
step:283/500 train_time:397.504s step_avg:1404.61ms
step:284/500 train_time:398.826s step_avg:1404.32ms
step:285/500 train_time:400.152s step_avg:1404.04ms
step:286/500 train_time:401.481s step_avg:1403.78ms
step:287/500 train_time:402.805s step_avg:1403.50ms
step:288/500 train_time:404.127s step_avg:1403.22ms
step:289/500 train_time:405.456s step_avg:1402.96ms
step:290/500 train_time:406.782s step_avg:1402.70ms
step:291/500 train_time:408.106s step_avg:1402.42ms
step:292/500 train_time:409.439s step_avg:1402.19ms
step:293/500 train_time:410.763s step_avg:1401.92ms
step:294/500 train_time:412.098s step_avg:1401.69ms
step:295/500 train_time:413.423s step_avg:1401.43ms
step:296/500 train_time:414.756s step_avg:1401.20ms
step:297/500 train_time:416.082s step_avg:1400.95ms
step:298/500 train_time:417.406s step_avg:1400.69ms
step:299/500 train_time:418.731s step_avg:1400.44ms
step:300/500 train_time:420.060s step_avg:1400.20ms
step:301/500 train_time:421.385s step_avg:1399.95ms
step:302/500 train_time:422.711s step_avg:1399.71ms
step:303/500 train_time:424.040s step_avg:1399.47ms
step:304/500 train_time:425.365s step_avg:1399.23ms
step:305/500 train_time:426.692s step_avg:1398.99ms
step:306/500 train_time:428.022s step_avg:1398.76ms
step:307/500 train_time:429.345s step_avg:1398.52ms
step:308/500 train_time:430.671s step_avg:1398.28ms
step:309/500 train_time:431.998s step_avg:1398.05ms
step:310/500 train_time:433.324s step_avg:1397.82ms
step:311/500 train_time:434.647s step_avg:1397.58ms
step:312/500 train_time:435.977s step_avg:1397.36ms
step:313/500 train_time:437.302s step_avg:1397.13ms
step:314/500 train_time:438.628s step_avg:1396.90ms
step:315/500 train_time:439.957s step_avg:1396.69ms
step:316/500 train_time:441.283s step_avg:1396.46ms
step:317/500 train_time:442.605s step_avg:1396.23ms
step:318/500 train_time:443.937s step_avg:1396.03ms
step:319/500 train_time:445.264s step_avg:1395.81ms
step:320/500 train_time:446.590s step_avg:1395.59ms
step:321/500 train_time:447.920s step_avg:1395.39ms
step:322/500 train_time:449.250s step_avg:1395.19ms
step:323/500 train_time:450.579s step_avg:1394.98ms
step:324/500 train_time:451.904s step_avg:1394.76ms
step:325/500 train_time:453.235s step_avg:1394.57ms
step:326/500 train_time:454.561s step_avg:1394.36ms
step:327/500 train_time:455.883s step_avg:1394.14ms
step:328/500 train_time:457.205s step_avg:1393.92ms
step:329/500 train_time:458.528s step_avg:1393.70ms
step:330/500 train_time:459.856s step_avg:1393.50ms
step:331/500 train_time:461.182s step_avg:1393.30ms
step:332/500 train_time:462.504s step_avg:1393.08ms
step:333/500 train_time:463.826s step_avg:1392.87ms
step:334/500 train_time:465.150s step_avg:1392.66ms
step:335/500 train_time:466.472s step_avg:1392.45ms
step:336/500 train_time:467.799s step_avg:1392.26ms
step:337/500 train_time:469.123s step_avg:1392.06ms
step:338/500 train_time:470.444s step_avg:1391.84ms
step:339/500 train_time:471.762s step_avg:1391.63ms
step:340/500 train_time:473.083s step_avg:1391.42ms
step:341/500 train_time:474.402s step_avg:1391.21ms
step:342/500 train_time:475.723s step_avg:1391.00ms
step:343/500 train_time:477.042s step_avg:1390.79ms
step:344/500 train_time:478.362s step_avg:1390.59ms
step:345/500 train_time:479.683s step_avg:1390.39ms
step:346/500 train_time:481.003s step_avg:1390.18ms
step:347/500 train_time:482.324s step_avg:1389.98ms
step:348/500 train_time:483.642s step_avg:1389.78ms
step:349/500 train_time:484.962s step_avg:1389.58ms
step:350/500 train_time:486.283s step_avg:1389.38ms
step:351/500 train_time:487.602s step_avg:1389.18ms
step:352/500 train_time:488.923s step_avg:1388.99ms
step:353/500 train_time:490.242s step_avg:1388.79ms
step:354/500 train_time:491.564s step_avg:1388.60ms
step:355/500 train_time:492.882s step_avg:1388.40ms
step:356/500 train_time:494.202s step_avg:1388.21ms
step:357/500 train_time:495.524s step_avg:1388.02ms
step:358/500 train_time:496.843s step_avg:1387.83ms
step:359/500 train_time:498.162s step_avg:1387.64ms
step:360/500 train_time:499.481s step_avg:1387.45ms
step:361/500 train_time:500.801s step_avg:1387.26ms
step:362/500 train_time:502.119s step_avg:1387.07ms
step:363/500 train_time:503.439s step_avg:1386.88ms
step:364/500 train_time:504.761s step_avg:1386.71ms
step:365/500 train_time:506.081s step_avg:1386.52ms
step:366/500 train_time:507.404s step_avg:1386.35ms
step:367/500 train_time:508.724s step_avg:1386.17ms
step:368/500 train_time:510.043s step_avg:1385.99ms
step:369/500 train_time:511.364s step_avg:1385.81ms
step:370/500 train_time:512.681s step_avg:1385.63ms
step:371/500 train_time:514.001s step_avg:1385.45ms
step:372/500 train_time:515.322s step_avg:1385.28ms
step:373/500 train_time:516.642s step_avg:1385.10ms
step:374/500 train_time:517.962s step_avg:1384.92ms
step:375/500 train_time:519.281s step_avg:1384.75ms
step:375/500 val_loss:3.93006 train_time:519.282s step_avg:1324.19ms
step:376/500 train_time:520.612s step_avg:1384.61ms
step:377/500 train_time:521.936s step_avg:1384.45ms
step:378/500 train_time:523.258s step_avg:1384.28ms
step:379/500 train_time:524.578s step_avg:1384.11ms
step:380/500 train_time:525.901s step_avg:1383.95ms
step:381/500 train_time:527.237s step_avg:1383.83ms
step:382/500 train_time:528.561s step_avg:1383.67ms
step:383/500 train_time:529.880s step_avg:1383.50ms
step:384/500 train_time:531.201s step_avg:1383.34ms
step:385/500 train_time:532.522s step_avg:1383.18ms
step:386/500 train_time:533.841s step_avg:1383.01ms
step:387/500 train_time:535.162s step_avg:1382.85ms
step:388/500 train_time:536.485s step_avg:1382.69ms
step:389/500 train_time:537.804s step_avg:1382.53ms
step:390/500 train_time:539.122s step_avg:1382.36ms
step:391/500 train_time:540.445s step_avg:1382.21ms
step:392/500 train_time:541.766s step_avg:1382.06ms
step:393/500 train_time:543.089s step_avg:1381.91ms
step:394/500 train_time:544.417s step_avg:1381.77ms
step:395/500 train_time:545.739s step_avg:1381.62ms
step:396/500 train_time:547.062s step_avg:1381.47ms
step:397/500 train_time:548.383s step_avg:1381.32ms
step:398/500 train_time:549.699s step_avg:1381.15ms
step:399/500 train_time:551.019s step_avg:1381.00ms
step:400/500 train_time:552.341s step_avg:1380.85ms
step:401/500 train_time:553.664s step_avg:1380.71ms
step:402/500 train_time:554.988s step_avg:1380.57ms
step:403/500 train_time:556.316s step_avg:1380.44ms
step:404/500 train_time:557.641s step_avg:1380.30ms
step:405/500 train_time:558.964s step_avg:1380.16ms
step:406/500 train_time:560.295s step_avg:1380.04ms
step:407/500 train_time:561.623s step_avg:1379.91ms
step:408/500 train_time:562.944s step_avg:1379.76ms
step:409/500 train_time:564.266s step_avg:1379.62ms
step:410/500 train_time:565.593s step_avg:1379.50ms
step:411/500 train_time:566.920s step_avg:1379.37ms
step:412/500 train_time:568.243s step_avg:1379.23ms
step:413/500 train_time:569.569s step_avg:1379.10ms
step:414/500 train_time:570.897s step_avg:1378.98ms
step:415/500 train_time:572.222s step_avg:1378.85ms
step:416/500 train_time:573.548s step_avg:1378.72ms
step:417/500 train_time:574.876s step_avg:1378.60ms
step:418/500 train_time:576.202s step_avg:1378.47ms
step:419/500 train_time:577.526s step_avg:1378.34ms
step:420/500 train_time:578.854s step_avg:1378.22ms
step:421/500 train_time:580.182s step_avg:1378.10ms
step:422/500 train_time:581.509s step_avg:1377.98ms
step:423/500 train_time:582.839s step_avg:1377.87ms
step:424/500 train_time:584.165s step_avg:1377.75ms
step:425/500 train_time:585.491s step_avg:1377.63ms
step:426/500 train_time:586.819s step_avg:1377.51ms
step:427/500 train_time:588.143s step_avg:1377.38ms
step:428/500 train_time:589.466s step_avg:1377.26ms
step:429/500 train_time:590.785s step_avg:1377.12ms
step:430/500 train_time:592.115s step_avg:1377.01ms
step:431/500 train_time:593.440s step_avg:1376.89ms
step:432/500 train_time:594.761s step_avg:1376.76ms
step:433/500 train_time:596.086s step_avg:1376.64ms
step:434/500 train_time:597.403s step_avg:1376.50ms
step:435/500 train_time:598.723s step_avg:1376.37ms
step:436/500 train_time:600.045s step_avg:1376.25ms
step:437/500 train_time:601.363s step_avg:1376.12ms
step:438/500 train_time:602.686s step_avg:1376.00ms
step:439/500 train_time:604.005s step_avg:1375.87ms
step:440/500 train_time:605.337s step_avg:1375.76ms
step:441/500 train_time:606.662s step_avg:1375.65ms
step:442/500 train_time:607.985s step_avg:1375.53ms
step:443/500 train_time:609.307s step_avg:1375.41ms
step:444/500 train_time:610.631s step_avg:1375.29ms
step:445/500 train_time:611.956s step_avg:1375.18ms
step:446/500 train_time:613.280s step_avg:1375.07ms
step:447/500 train_time:614.601s step_avg:1374.95ms
step:448/500 train_time:615.922s step_avg:1374.83ms
step:449/500 train_time:617.248s step_avg:1374.72ms
step:450/500 train_time:618.575s step_avg:1374.61ms
step:450/500 val_loss:3.86217 train_time:618.575s step_avg:1323.92ms
step:451/500 train_time:619.904s step_avg:1374.51ms
step:452/500 train_time:621.229s step_avg:1374.40ms
step:453/500 train_time:622.552s step_avg:1374.29ms
step:454/500 train_time:623.877s step_avg:1374.18ms
step:455/500 train_time:625.203s step_avg:1374.07ms
step:456/500 train_time:626.528s step_avg:1373.96ms
step:457/500 train_time:627.850s step_avg:1373.85ms
step:458/500 train_time:629.174s step_avg:1373.74ms
step:459/500 train_time:630.501s step_avg:1373.64ms
step:460/500 train_time:631.827s step_avg:1373.54ms
step:461/500 train_time:633.149s step_avg:1373.43ms
step:462/500 train_time:634.472s step_avg:1373.32ms
step:463/500 train_time:635.801s step_avg:1373.22ms
step:464/500 train_time:637.128s step_avg:1373.12ms
step:465/500 train_time:638.452s step_avg:1373.01ms
step:466/500 train_time:639.777s step_avg:1372.91ms
step:467/500 train_time:641.105s step_avg:1372.82ms
step:468/500 train_time:642.429s step_avg:1372.71ms
step:469/500 train_time:643.753s step_avg:1372.61ms
step:470/500 train_time:645.080s step_avg:1372.51ms
step:471/500 train_time:646.406s step_avg:1372.41ms
step:472/500 train_time:647.728s step_avg:1372.31ms
step:473/500 train_time:649.053s step_avg:1372.21ms
step:474/500 train_time:650.377s step_avg:1372.10ms
step:475/500 train_time:651.702s step_avg:1372.00ms
step:475/500 val_loss:3.84391 train_time:651.702s step_avg:1325.09ms
step:476/500 train_time:653.038s step_avg:1371.93ms
step:477/500 train_time:654.361s step_avg:1371.83ms
step:478/500 train_time:655.682s step_avg:1371.72ms
step:479/500 train_time:657.005s step_avg:1371.62ms
step:480/500 train_time:658.329s step_avg:1371.52ms
step:481/500 train_time:659.657s step_avg:1371.43ms
step:482/500 train_time:660.982s step_avg:1371.33ms
step:483/500 train_time:662.305s step_avg:1371.23ms
step:484/500 train_time:663.627s step_avg:1371.13ms
step:485/500 train_time:664.950s step_avg:1371.03ms
step:486/500 train_time:666.280s step_avg:1370.95ms
step:487/500 train_time:667.601s step_avg:1370.84ms
step:488/500 train_time:668.925s step_avg:1370.75ms
step:489/500 train_time:670.245s step_avg:1370.64ms
step:490/500 train_time:671.577s step_avg:1370.56ms
step:491/500 train_time:672.901s step_avg:1370.47ms
step:492/500 train_time:674.225s step_avg:1370.38ms
step:493/500 train_time:675.552s step_avg:1370.29ms
step:494/500 train_time:676.874s step_avg:1370.19ms
step:495/500 train_time:678.199s step_avg:1370.10ms
step:496/500 train_time:679.519s step_avg:1370.00ms
step:497/500 train_time:680.838s step_avg:1369.90ms
step:498/500 train_time:682.162s step_avg:1369.80ms
step:499/500 train_time:683.485s step_avg:1369.71ms
step:500/500 train_time:684.809s step_avg:1369.62ms
step:500/500 val_loss:3.82706 train_time:684.809s step_avg:1324.27ms
